ID|FirstRegistrationAge|LastRegistrationAge|TotalNoRecords|AverageNoRecords
11246|7|7|11|11
11247|5|5|9|9
11248|3|4|10|
11249|5|1|40|8
11250|5|5|7|7
11251|4|1|55|13.75
11252|4|5|11|
11253|6|7|1|
11254|7|1|60|8.5714285714286
11255|5|5|12|12
11256|4|2|40|13.333333333333
11257|6|6|13|13
11258|2|2|12|12
11259|1|2|9|
11260|6|7|5|
11261|5|6|4|
11262|6|6|11|11
11263|10|10|2|2
11264|6|7|9|
11265|4|4|13|13
11266|7|3|85|17
11267|10|8|5|1.6666666666667
11268|5|4|25|12.5
11269|7|7|9|9
11270|8|9|4|
11271|8|8|7|7
11272|1|1|12|12
11273|10|10|2|2
11274|12|8|11|2.2
11275|9|10|1|
11276|2|1|42|21
11277|6|6|6|6
11278|7|6|15|7.5
11279|4|5|12|
11280|9|9|9|9
11281|10|10|2|2
11282|5|1|140|28
11283|1|1|21|21
11284|6|6|9|9
11285|8|7|17|8.5
11286|6|7|8|
11287|7|7|9|9
11288|6|6|8|8
11289|0|1|16|
11290|6|6|5|5
11291|6|7|1|
11292|9|10|3|
11293|5|6|6|
11294|10|11|2|
11295|2|2|12|12
11296|0|1|7|
11297|6|6|4|4
11298|3|3|8|8
11299|8|9|1|
11300|4|4|5|5
11301|5|5|9|9
11302|9|9|5|5
11303|6|6|10|10
11304|8|8|5|5
11305|4|5|10|
11306|7|6|24|12
11307|0|1|10|
11308|9|10|1|
11309|2|2|13|13
11310|6|6|8|8
11311|3|4|11|
11312|6|6|15|15
11313|8|7|10|5
11314|7|6|9|4.5
11315|7|8|3|
11316|0|1|5|
11317|5|6|15|
11318|6|6|7|7
11319|9|9|6|6
11320|12|13|1|
11321|4|5|11|
11322|6|6|8|8
11323|0|1|13|
11324|3|4|11|
11325|1|1|18|18
11326|7|7|4|4
11327|2|2|13|13
11328|10|11|1|
11329|12|13|2|
11330|4|5|4|
11331|9|10|1|
11332|4|5|10|
11333|8|7|3|1.5
11334|9|1|4|0.44444444444444
11335|7|3|12|2.4
11336|3|3|3|3
11337|9|8|6|3
11338|6|6|2|2
11339|4|4|7|7
11340|8|2|59|8.4285714285714
11341|8|3|21|3.5
11342|2|2|13|13
11343|9|3|19|2.7142857142857
11344|10|9|9|4.5
11345|10|10|6|6
11346|10|6|19|3.8
11347|8|8|9|9
11348|9|10|1|
11349|3|3|13|13
11350|3|3|11|11
11351|3|4|1|
11352|5|5|6|6
11353|4|4|7|7
11354|5|5|10|10
11355|9|8|5|2.5
11356|2|3|7|
11357|0|1|10|
11358|4|5|7|
11359|1|1|14|14
11360|4|4|7|7
11361|9|8|9|4.5
11362|9|9|3|3
11363|4|5|8|
11364|5|6|10|
11365|10|10|2|2
11366|7|7|11|11
11367|3|4|8|
11368|5|6|12|
11369|7|1|79|11.285714285714
11370|10|10|3|3
11371|5|6|4|
11372|4|4|4|4
11373|12|13|2|
11374|10|11|2|
11375|4|1|8|2
11376|6|6|9|9
11377|7|1|121|17.285714285714
11378|1|2|11|
11379|4|5|5|
11380|5|6|8|
11381|12|8|8|1.6
11382|9|9|6|6
11383|2|2|8|8
11384|4|1|58|14.5
11385|6|6|12|12
11386|6|6|14|14
11387|4|1|62|15.5
11388|6|6|12|12
11389|4|5|7|
11390|6|7|4|
11391|1|1|19|19
11392|7|7|4|4
11393|9|9|3|3
11394|6|7|5|
11395|9|10|5|
11396|7|7|12|12
11397|9|8|14|7
11398|9|8|8|4
11399|7|7|5|5
11400|4|2|22|7.3333333333333
11401|8|7|16|8
11402|6|7|2|
11403|5|4|9|4.5
11404|6|6|8|8
11405|2|1|21|10.5
11406|0|1|6|
11407|5|6|8|
11408|10|11|2|
11409|3|2|12|6
11410|10|11|1|
11411|9|9|7|7
11412|10|9|6|3
11413|5|1|28|5.6
11414|9|8|9|4.5
11415|9|10|1|
11416|8|4|5|1
11417|9|1|64|7.1111111111111
11418|8|3|54|9
11419|3|4|26|
11420|2|2|19|19
11421|7|7|16|16
11422|4|4|7|7
11423|9|9|2|2
11424|5|5|16|16
11425|8|7|16|8
11426|6|6|7|7
11427|7|7|8|8
11428|6|7|11|
11429|8|4|9|1.8
11430|10|6|20|4
11431|6|5|11|5.5
11432|7|4|37|9.25
11433|6|6|13|13
11434|10|10|2|2
11435|2|3|11|
11436|8|7|8|4
11437|4|4|6|6
11438|3|1|23|7.6666666666667
11439|1|2|5|
11440|7|8|4|
11441|9|9|11|11
11442|9|10|1|
11443|5|5|7|7
11444|6|6|9|9
11445|9|10|1|
11446|9|10|2|
11447|5|6|6|
11448|5|6|7|
11449|10|10|2|2
11450|8|8|17|17
11451|6|6|6|6
11452|9|9|9|9
11453|5|5|8|8
11454|8|4|34|6.8
11455|9|8|10|5
11456|1|2|14|
11457|8|8|13|13
11458|7|7|7|7
11459|7|6|36|18
11460|9|10|3|
11461|6|6|5|5
11462|7|7|17|17
11463|2|1|10|5
11464|7|7|14|14
11465|7|7|9|9
11466|5|5|13|13
11467|10|1|48|4.8
11468|8|8|9|9
11469|9|10|1|
11470|5|6|8|
11471|0|1|12|
11472|12|13|3|
11473|4|1|200|50
11474|2|1|10|5
11475|4|1|32|8
11476|7|7|8|8
11477|10|8|6|2
11478|1|1|17|17
11479|1|1|13|13
11480|9|9|6|6
11481|6|6|5|5
11482|7|7|13|13
11483|9|10|4|
11484|5|5|15|15
11485|8|2|25|3.5714285714286
11486|0|1|9|
11487|6|7|4|
11488|5|6|7|
11489|4|1|96|24
11490|5|5|10|10
11491|4|1|34|8.5
11492|8|7|15|7.5
11493|7|1|53|7.5714285714286
11494|8|9|4|
11495|4|5|10|
11496|4|5|9|
11497|3|3|13|13
11498|2|1|40|20
11499|4|4|8|8
11500|5|1|61|12.2
11501|5|5|10|10
11502|8|2|43|6.1428571428571
11503|8|9|4|
11504|5|5|15|15
11505|3|2|22|11
11506|7|7|7|7
11507|4|4|15|15
11508|6|1|30|5
11509|10|8|6|2
11510|5|4|9|4.5
11511|10|7|3|0.75
11512|2|2|14|14
11513|12|13|4|
11514|5|5|19|19
11515|7|7|11|11
11516|5|5|6|6
11517|6|7|6|
11518|7|6|4|2
11519|12|11|3|1.5
11520|9|9|10|10
11521|5|5|15|15
11522|6|6|8|8
11523|7|6|10|5
11524|9|8|24|12
11525|10|10|4|4
11526|9|7|8|2.6666666666667
11527|5|1|15|3
11528|9|4|9|1.5
11529|7|1|72|10.285714285714
11530|7|8|8|
11531|6|6|8|8
11532|8|2|44|6.2857142857143
11533|5|6|7|
11534|12|10|5|1.6666666666667
11535|6|5|19|9.5
11536|3|1|33|11
11537|6|7|1|
11538|1|2|1|
11539|9|10|1|
11540|2|2|25|25
11541|9|9|3|3
11542|4|5|7|
11543|3|4|9|
11544|6|7|6|
11545|5|5|22|22
11546|4|5|9|
11547|7|8|6|
11548|3|1|33|11
11549|4|4|5|5
11550|10|7|25|6.25
11551|12|13|5|
11552|7|8|12|
11553|12|7|8|1.3333333333333
11554|9|10|4|
11555|6|7|9|
11556|4|4|9|9
11557|8|8|3|3
11558|7|7|8|8
11559|0|1|9|
11560|3|3|14|14
11561|5|6|8|
11562|4|5|11|
11563|3|3|9|9
11564|12|13|2|
11565|9|7|10|3.3333333333333
11566|12|13|2|
11567|9|7|21|7
11568|4|4|6|6
11569|5|6|6|
11570|6|6|3|3
11571|10|6|8|1.6
11572|6|6|8|8
11573|10|10|5|5
11574|9|10|1|
11575|7|7|7|7
11576|4|5|6|
11577|1|1|13|13
11578|6|4|18|6
11579|9|3|19|2.7142857142857
11580|12|13|2|
11581|8|1|102|12.75
11582|12|13|2|
11583|5|1|12|2.4
11584|8|2|64|9.1428571428571
11585|3|3|9|9
11586|7|1|420|60
11587|9|4|40|6.6666666666667
11588|4|5|4|
11589|10|1|15|1.5
11590|7|8|6|
11591|12|13|3|
11592|6|6|8|8
11593|6|7|16|
11594|4|3|13|6.5
11595|3|1|19|6.3333333333333
11596|8|6|12|4
11597|12|13|2|
11598|10|8|5|1.6666666666667
11599|0|1|17|
11600|4|5|5|
11601|7|6|11|5.5
11602|7|7|4|4
11603|6|7|12|
11604|9|8|8|4
11605|0|1|13|
11606|12|6|19|2.7142857142857
11607|8|8|8|8
11608|7|7|6|6
11609|9|7|22|7.3333333333333
11610|6|6|3|3
11611|5|6|6|
11612|6|6|5|5
11613|10|9|6|3
11614|5|5|5|5
11615|4|1|45|11.25
11616|5|5|8|8
11617|8|8|7|7
11618|5|6|13|
11619|5|1|21|4.2
11620|4|5|12|
11621|6|6|6|6
11622|6|7|5|
11623|2|1|16|8
11624|6|6|10|10
11625|0|1|6|
11626|8|6|29|9.6666666666667
11627|4|4|8|8
11628|3|3|13|13
11629|9|9|3|3
11630|8|8|11|11
11631|7|1|39|5.5714285714286
11632|8|4|29|5.8
11633|7|7|6|6
11634|5|4|10|5
11635|7|8|13|
11636|8|8|12|12
11637|9|4|8|1.3333333333333
11638|7|7|13|13
11639|9|9|5|5
11640|5|6|6|
11641|5|6|7|
11642|7|7|16|16
11643|5|2|21|5.25
11644|10|10|2|2
11645|9|10|3|
11646|9|8|5|2.5
11647|7|7|11|11
11648|9|9|9|9
11649|9|10|7|
11650|9|3|17|2.4285714285714
11651|1|1|9|9
11652|4|5|3|
11653|0|1|8|
11654|3|4|9|
11655|8|8|13|13
11656|9|7|15|5
11657|3|1|44|14.666666666667
11658|12|11|3|1.5
11659|7|5|22|7.3333333333333
11660|2|1|21|10.5
11661|4|1|32|8
11662|8|8|8|8
11663|1|2|14|
11664|8|8|3|3
11665|8|9|1|
11666|7|7|6|6
11667|10|9|7|3.5
11668|4|5|9|
11669|1|2|2|
11670|0|1|9|
11671|6|6|8|8
11672|6|5|20|10
11673|8|7|7|3.5
11674|3|4|9|
11675|1|2|10|
11676|9|2|21|2.625
11677|6|7|9|
11678|9|9|2|2
11679|8|8|4|4
11680|4|4|22|22
11681|9|10|1|
11682|9|10|1|
11683|3|3|9|9
11684|5|5|8|8
11685|0|1|5|
11686|6|7|12|
11687|4|5|10|
11688|8|8|7|7
11689|0|1|14|
11690|7|1|53|7.5714285714286
11691|5|5|9|9
11692|9|10|1|
11693|4|4|9|9
11694|3|4|10|
11695|4|5|8|
11696|12|4|26|2.8888888888889
11697|9|9|10|10
11698|4|4|5|5
11699|6|5|14|7
11700|10|8|7|2.3333333333333
11701|8|8|8|8
11702|5|5|8|8
11703|6|6|8|8
11704|8|7|5|2.5
11705|12|2|14|1.2727272727273
11706|9|9|4|4
11707|6|6|17|17
11708|4|4|7|7
11709|2|3|10|
11710|10|10|2|2
11711|4|4|11|11
11712|12|13|2|
11713|6|6|6|6
11714|4|4|9|9
11715|12|13|2|
11716|4|4|11|11
11717|7|7|10|10
11718|7|7|5|5
11719|3|1|67|22.333333333333
11720|6|6|7|7
11721|8|9|1|
11722|9|9|5|5
11723|12|13|1|
11724|6|4|37|12.333333333333
11725|6|6|5|5
11726|9|9|5|5
11727|4|1|17|4.25
11728|12|13|3|
11729|4|5|8|
11730|2|1|19|9.5
11731|2|2|11|11
11732|7|7|7|7
11733|6|6|6|6
11734|10|6|22|4.4
11735|1|2|12|
11736|4|4|16|16
11737|1|1|9|9
11738|4|1|32|8
11739|9|8|10|5
11740|0|1|9|
11741|10|10|2|2
11742|9|8|14|7
11743|1|1|9|9
11744|6|6|5|5
11745|2|3|10|
11746|6|7|6|
11747|0|1|8|
11748|1|1|11|11
11749|3|3|11|11
11750|8|7|10|5
11751|10|9|6|3
11752|8|8|4|4
11753|5|5|14|14
11754|6|7|4|
11755|12|6|17|2.4285714285714
11756|10|9|7|3.5
11757|10|10|6|6
11758|8|8|5|5
11759|6|7|8|
11760|8|6|12|4
11761|8|6|10|3.3333333333333
11762|1|1|10|10
11763|6|6|11|11
11764|4|4|7|7
11765|4|4|5|5
11766|9|3|42|6
11767|5|1|57|11.4
11768|5|2|28|7
11769|0|1|5|
11770|4|1|34|8.5
11771|9|9|6|6
11772|8|7|4|2
11773|8|4|24|4.8
11774|9|8|11|5.5
11775|7|7|4|4
11776|6|6|14|14
11777|9|9|5|5
11778|1|1|13|13
11779|12|11|3|1.5
11780|9|9|3|3
11781|9|10|4|
11782|4|3|9|4.5
11783|5|6|6|
11784|9|9|7|7
11785|5|2|19|4.75
11786|2|1|28|14
11787|2|1|60|30
11788|3|3|14|14
11789|5|1|96|19.2
11790|2|1|31|15.5
11791|5|5|6|6
11792|5|6|6|
11793|5|6|14|
11794|5|1|76|15.2
11795|6|6|7|7
11796|8|1|97|12.125
11797|9|9|5|5
11798|9|9|2|2
11799|6|6|9|9
11800|5|5|38|38
11801|6|6|7|7
11802|9|10|6|
11803|3|4|1|
11804|7|7|9|9
11805|9|8|9|4.5
11806|5|4|10|5
11807|10|11|1|
11808|7|8|7|
11809|8|7|6|3
11810|12|13|1|
11811|2|1|51|25.5
11812|9|9|3|3
11813|4|4|6|6
11814|5|5|7|7
11815|4|5|7|
11816|4|1|21|5.25
11817|1|1|11|11
11818|9|4|3|0.5
11819|9|7|5|1.6666666666667
11820|12|1|24|2
11821|2|3|11|
11822|1|1|13|13
11823|5|5|8|8
11824|5|5|21|21
11825|7|1|26|3.7142857142857
11826|4|4|7|7
11827|9|9|6|6
11828|7|8|8|
11829|7|8|8|
11830|5|6|8|
11831|12|13|1|
11832|1|1|18|18
11833|8|8|8|8
11834|9|10|7|
11835|1|1|12|12
11836|10|1|63|6.3
11837|5|5|10|10
11838|9|10|2|
11839|12|13|2|
11840|4|5|8|
11841|10|10|4|4
11842|8|4|7|1.4
11843|5|5|4|4
11844|4|4|7|7
11845|1|1|42|42
11846|3|4|10|
11847|2|3|5|
11848|10|10|3|3
11849|2|3|1|
11850|10|10|2|2
11851|8|8|6|6
11852|6|5|8|4
11853|0|1|16|
11854|7|8|5|
11855|9|5|12|2.4
11856|12|13|1|
11857|9|7|15|5
11858|12|13|2|
11859|2|1|37|18.5
11860|4|3|23|11.5
11861|12|4|27|3
11862|6|7|8|
11863|9|10|6|
11864|2|2|17|17
11865|7|8|5|
11866|6|6|14|14
11867|9|8|21|10.5
11868|3|1|26|8.6666666666667
11869|6|6|8|8
11870|1|1|18|18
11871|2|1|16|8
11872|1|1|10|10
11873|6|6|9|9
11874|4|5|3|
11875|5|5|7|7
11876|7|7|9|9
11877|4|5|6|
11878|3|4|5|
11879|5|6|6|
11880|5|6|12|
11881|9|7|11|3.6666666666667
11882|7|8|6|
11883|8|1|72|9
11884|6|6|4|4
11885|9|10|4|
11886|6|1|340|56.666666666667
11887|3|3|5|5
11888|8|8|10|10
11889|3|1|26|8.6666666666667
11890|10|10|3|3
11891|10|7|4|1
11892|2|3|9|
11893|9|9|8|8
11894|10|5|30|5
11895|8|8|10|10
11896|9|4|14|2.3333333333333
11897|3|4|7|
11898|5|6|4|
11899|6|7|7|
11900|7|7|19|19
11901|4|5|8|
11902|4|5|8|
11903|2|1|42|21
11904|6|6|9|9
11905|5|5|6|6
11906|6|6|7|7
11907|10|6|23|4.6
11908|9|10|1|
11909|6|2|14|2.8
11910|10|11|1|
11911|5|1|38|7.6
11912|4|5|6|
11913|2|1|21|10.5
11914|6|6|7|7
11915|6|6|12|12
11916|1|1|12|12
11917|0|1|15|
11918|10|10|3|3
11919|8|8|2|2
11920|4|5|7|
11921|7|7|7|7
11922|6|7|10|
11923|5|5|7|7
11924|7|7|6|6
11925|2|2|17|17
11926|1|1|12|12
11927|6|2|6|1.2
11928|6|1|43|7.1666666666667
11929|7|7|5|5
11930|1|1|6|6
11931|1|1|17|17
11932|9|9|12|12
11933|4|5|13|
11934|10|10|2|2
11935|2|2|25|25
11936|10|11|1|
11937|8|3|22|3.6666666666667
11938|9|8|13|6.5
11939|6|5|13|6.5
11940|7|2|70|11.666666666667
11941|5|1|23|4.6
11942|1|1|27|27
11943|9|8|5|2.5
11944|4|5|9|
11945|9|9|8|8
11946|7|7|6|6
11947|9|9|6|6
11948|3|1|6|2
11949|3|1|90|30
11950|7|7|7|7
11951|0|1|8|
11952|10|10|2|2
11953|0|1|14|
11954|5|6|9|
11955|4|4|9|9
11956|4|4|10|10
11957|6|6|8|8
11958|2|2|11|11
11959|10|11|1|
11960|12|13|1|
11961|9|1|25|2.7777777777778
11962|10|11|1|
11963|4|4|8|8
11964|10|9|8|4
11965|0|1|7|
11966|12|11|3|1.5
11967|8|9|4|
11968|7|7|5|5
11969|7|6|20|10
11970|1|1|16|16
11971|3|1|26|8.6666666666667
11972|9|10|3|
11973|1|1|11|11
11974|4|5|8|
11975|7|5|15|5
11976|6|1|29|4.8333333333333
11977|9|7|10|3.3333333333333
11978|6|6|12|12
11979|8|9|1|
11980|8|6|21|7
11981|12|13|1|
11982|9|4|41|6.8333333333333
11983|5|5|5|5
11984|6|1|31|5.1666666666667
11985|5|5|7|7
11986|4|5|14|
11987|9|10|2|
11988|4|4|4|4
11989|2|1|13|6.5
11990|8|8|14|14
11991|10|11|1|
11992|1|1|21|21
11993|10|11|1|
11994|4|4|10|10
11995|4|5|14|
11996|6|7|6|
11997|12|10|3|1
11998|4|4|15|15
11999|6|6|7|7
12000|8|5|20|5
12001|4|5|9|
12002|2|2|20|20
12003|4|4|8|8
12004|5|5|13|13
12005|9|6|12|3
12006|4|1|87|21.75
12007|8|7|6|3
12008|10|11|1|
12009|6|7|4|
12010|9|10|2|
12011|9|9|4|4
12012|4|4|9|9
12013|9|9|3|3
12014|1|1|3|3
12015|10|8|7|2.3333333333333
12016|10|11|2|
12017|3|1|15|5
12018|9|9|7|7
12019|6|6|10|10
12020|5|6|8|
12021|5|5|5|5
12022|8|8|7|7
12023|12|13|1|
12024|6|6|3|3
12025|10|1|47|4.7
12026|6|6|9|9
12027|5|1|40|8
12028|8|8|6|6
12029|4|3|11|5.5
12030|12|13|2|
12031|9|9|17|17
12032|8|8|8|8
12033|6|1|53|8.8333333333333
12034|6|6|10|10
12035|5|6|12|
12036|6|3|246|61.5
12037|8|1|21|2.625
12038|4|5|9|
12039|3|1|16|5.3333333333333
12040|6|6|10|10
12041|9|9|3|3
12042|4|4|15|15
12043|3|2|30|15
12044|6|6|8|8
12045|9|10|1|
12046|8|8|9|9
12047|8|7|8|4
12048|8|1|91|11.375
12049|3|3|9|9
12050|8|8|13|13
12051|9|10|4|
12052|10|10|5|5
12053|5|4|14|7
12054|7|7|9|9
12055|6|1|26|4.3333333333333
12056|5|3|13|4.3333333333333
12057|10|4|2|0.28571428571429
12058|5|4|14|7
12059|10|8|4|1.3333333333333
12060|1|1|12|12
12061|9|8|14|7
12062|4|5|8|
12063|10|11|1|
12064|9|7|12|4
12065|1|1|14|14
12066|8|8|5|5
12067|9|4|11|1.8333333333333
12068|9|1|35|3.8888888888889
12069|7|7|8|8
12070|8|1|38|4.75
12071|4|5|4|
12072|8|6|13|4.3333333333333
12073|5|5|9|9
12074|10|8|3|1
12075|4|3|9|4.5
12076|8|8|4|4
12077|3|3|10|10
12078|8|7|13|6.5
12079|9|8|11|5.5
12080|8|8|7|7
12081|10|10|4|4
12082|0|1|9|
12083|9|10|1|
12084|6|7|11|
12085|4|4|8|8
12086|5|1|49|9.8
12087|7|7|6|6
12088|9|9|8|8
12089|9|5|23|4.6
12090|12|2|39|3.5454545454545
12091|4|1|54|13.5
12092|6|7|6|
12093|7|8|6|
12094|5|6|10|
12095|10|11|1|
12096|8|6|7|2.3333333333333
12097|7|6|13|6.5
12098|0|1|5|
12099|4|4|11|11
12100|12|13|1|
12101|6|7|12|
12102|8|7|7|3.5
12103|5|6|8|
12104|4|1|29|7.25
12105|7|7|7|7
12106|6|7|4|
12107|9|9|8|8
12108|5|3|34|11.333333333333
12109|9|6|23|5.75
12110|6|6|6|6
12111|3|1|46|15.333333333333
12112|3|1|31|10.333333333333
12113|5|6|6|
12114|9|10|4|
12115|8|1|42|5.25
12116|4|4|11|11
12117|10|10|2|2
12118|9|8|14|7
12119|8|9|7|
12120|5|2|35|8.75
12121|6|6|5|5
12122|8|8|14|14
12123|9|10|1|
12124|9|10|1|
12125|2|1|23|11.5
12126|9|9|6|6
12127|5|6|1|
12128|5|4|22|11
12129|5|5|19|19
12130|7|7|8|8
12131|4|3|18|9
12132|7|7|3|3
12133|10|10|7|7
12134|7|6|34|17
12135|9|9|5|5
12136|1|1|11|11
12137|12|13|3|
12138|6|6|10|10
12139|7|8|9|
12140|4|4|10|10
12141|9|3|18|2.5714285714286
12142|12|13|1|
12143|4|5|4|
12144|9|9|5|5
12145|3|2|21|10.5
12146|9|8|4|2
12147|9|1|36|4
12148|5|6|5|
12149|9|8|5|2.5
12150|5|6|5|
12151|7|8|1|
12152|6|6|7|7
12153|4|4|16|16
12154|8|8|6|6
12155|5|6|7|
12156|3|1|78|26
12157|4|4|8|8
12158|4|3|18|9
12159|4|4|10|10
12160|5|6|14|
12161|7|7|6|6
12162|6|2|25|5
12163|5|5|18|18
12164|1|1|17|17
12165|5|5|13|13
12166|6|6|16|16
12167|6|1|4|0.66666666666667
12168|0|1|4|
12169|10|10|3|3
12170|9|5|37|7.4
12171|10|6|10|2
12172|7|1|27|3.8571428571429
12173|10|9|3|1.5
12174|7|7|12|12
12175|9|8|7|3.5
12176|9|9|6|6
12177|6|6|4|4
12178|1|2|9|
12179|4|5|4|
12180|6|4|13|4.3333333333333
12181|8|9|4|
12182|7|6|23|11.5
12183|10|9|4|2
12184|5|5|8|8
12185|5|4|21|10.5
12186|9|6|25|6.25
12187|10|8|5|1.6666666666667
12188|6|6|3|3
12189|8|8|3|3
12190|6|2|29|5.8
12191|6|5|11|5.5
12192|7|8|8|
12193|3|1|25|8.3333333333333
12194|10|9|12|6
12195|6|6|10|10
12196|6|6|13|13
12197|2|1|15|7.5
12198|5|5|6|6
12199|9|1|51|5.6666666666667
12200|6|6|11|11
12201|12|13|2|
12202|5|5|4|4
12203|7|7|12|12
12204|4|4|7|7
12205|9|8|3|1.5
12206|4|5|8|
12207|7|7|2|2
12208|1|1|18|18
12209|5|6|10|
12210|9|8|6|3
12211|5|4|31|15.5
12212|3|4|12|
12213|2|3|9|
12214|9|8|4|2
12215|9|9|7|7
12216|2|1|19|9.5
12217|6|4|13|4.3333333333333
12218|0|1|9|
12219|10|6|4|0.8
12220|12|9|6|1.5
12221|4|4|4|4
12222|0|1|7|
12223|9|9|8|8
12224|4|1|31|7.75
12225|1|1|11|11
12226|6|6|8|8
12227|6|7|6|
12228|9|9|2|2
12229|8|9|3|
12230|6|7|7|
12231|3|2|28|14
12232|10|9|2|1
12233|8|6|32|10.666666666667
12234|6|6|4|4
12235|7|4|31|7.75
12236|10|10|2|2
12237|5|4|6|3
12238|2|2|19|19
12239|5|5|6|6
12240|1|1|10|10
12241|4|1|66|16.5
12242|8|7|11|5.5
12243|12|13|2|
12244|8|9|7|
12245|4|3|24|12
12246|5|1|78|15.6
12247|4|5|9|
12248|6|7|4|
12249|9|9|6|6
12250|9|1|955|106.11111111111
12251|3|1|31|10.333333333333
12252|7|8|5|
12253|3|3|18|18
12254|2|1|9|4.5
12255|4|5|5|
12256|9|1|39|4.3333333333333
12257|5|6|8|
12258|5|5|9|9
12259|6|6|8|8
12260|9|9|2|2
12261|10|11|1|
12262|8|8|11|11
12263|7|8|3|
12264|10|4|8|1.1428571428571
12265|10|9|6|3
12266|8|8|3|3
12267|5|1|70|14
12268|5|5|6|6
12269|8|8|9|9
12270|4|4|7|7
12271|4|4|6|6
12272|5|5|6|6
12273|6|2|30|6
12274|7|7|8|8
12275|9|9|5|5
12276|6|6|6|6
12277|9|10|1|
12278|2|3|11|
12279|3|2|21|10.5
12280|8|7|6|3
12281|2|1|31|15.5
12282|10|9|10|5
12283|4|5|9|
12284|9|8|6|3
12285|6|7|2|
12286|5|4|16|8
12287|5|6|9|
12288|4|4|8|8
12289|8|4|52|10.4
12290|4|2|40|13.333333333333
12291|4|4|10|10
12292|2|2|12|12
12293|9|10|2|
12294|10|10|6|6
12295|8|9|5|
12296|10|10|2|2
12297|8|8|3|3
12298|4|4|9|9
12299|12|1|15|1.25
12300|5|1|82|16.4
12301|6|7|7|
12302|2|2|12|12
12303|4|4|9|9
12304|5|5|13|13
12305|5|6|7|
12306|6|6|10|10
12307|5|5|12|12
12308|6|6|9|9
12309|8|3|27|4.5
12310|10|11|1|
12311|5|6|6|
12312|6|7|6|
12313|9|2|26|3.25
12314|6|4|33|11
12315|9|9|3|3
12316|7|7|9|9
12317|9|8|7|3.5
12318|9|9|6|6
12319|5|2|7|1.75
12320|7|7|10|10
12321|9|8|7|3.5
12322|7|7|11|11
12323|5|1|93|18.6
12324|12|9|4|1
12325|10|9|18|9
12326|4|5|5|
12327|10|10|2|2
12328|4|3|13|6.5
12329|5|6|6|
12330|6|6|7|7
12331|9|7|14|4.6666666666667
12332|6|7|11|
12333|6|6|5|5
12334|10|11|1|
12335|1|1|20|20
12336|5|5|9|9
12337|10|11|2|
12338|10|10|2|2
12339|8|8|5|5
12340|6|6|9|9
12341|2|2|23|23
12342|9|8|4|2
12343|9|4|3|0.5
12344|9|5|18|3.6
12345|4|4|7|7
12346|0|1|9|
12347|1|1|15|15
12348|6|4|8|2.6666666666667
12349|2|1|41|20.5
12350|6|6|6|6
12351|9|10|3|
12352|6|6|15|15
12353|7|7|11|11
12354|6|4|20|6.6666666666667
12355|12|11|3|1.5
12356|12|13|1|
12357|7|6|15|7.5
12358|10|10|4|4
12359|9|4|9|1.5
12360|9|10|1|
12361|4|5|8|
12362|9|7|20|6.6666666666667
12363|9|9|4|4
12364|6|6|6|6
12365|8|9|4|
12366|8|1|55|6.875
12367|6|6|9|9
12368|9|10|3|
12369|9|8|13|6.5
12370|8|9|4|
12371|9|3|51|7.2857142857143
12372|6|5|19|9.5
12373|0|1|13|
12374|7|2|90|15
12375|7|7|11|11
12376|4|4|11|11
12377|8|7|10|5
12378|3|2|17|8.5
12379|4|1|30|7.5
12380|6|5|17|8.5
12381|9|9|4|4
12382|8|8|4|4
12383|8|8|2|2
12384|10|8|4|1.3333333333333
12385|6|7|2|
12386|12|13|1|
12387|10|9|7|3.5
12388|12|11|2|1
12389|3|3|17|17
12390|4|5|6|
12391|7|6|9|4.5
12392|8|8|4|4
12393|3|1|18|6
12394|6|4|31|10.333333333333
12395|5|4|13|6.5
12396|4|4|11|11
12397|6|7|5|
12398|2|1|26|13
12399|2|1|16|8
12400|4|1|28|7
12401|10|11|1|
12402|6|5|6|3
12403|5|5|9|9
12404|5|6|10|
12405|8|5|30|7.5
12406|4|4|6|6
12407|2|2|12|12
12408|8|8|8|8
12409|6|6|5|5
12410|9|9|3|3
12411|7|6|16|8
12412|7|4|52|13
12413|0|1|14|
12414|10|10|5|5
12415|9|9|6|6
12416|5|5|6|6
12417|9|10|2|
12418|1|1|27|27
12419|10|9|5|2.5
12420|10|10|5|5
12421|9|7|52|17.333333333333
12422|12|13|2|
12423|2|2|16|16
12424|6|7|7|
12425|4|4|10|10
12426|0|1|3|
12427|5|5|3|3
12428|2|1|44|22
12429|9|10|2|
12430|2|2|13|13
12431|4|5|9|
12432|1|2|11|
12433|9|1|36|4
12434|1|2|9|
12435|5|5|9|9
12436|1|1|13|13
12437|5|5|8|8
12438|9|10|1|
12439|8|7|6|3
12440|8|8|4|4
12441|0|1|18|
12442|7|7|3|3
12443|6|6|5|5
12444|8|3|22|3.6666666666667
12445|4|5|6|
12446|4|4|10|10
12447|10|10|6|6
12448|1|1|21|21
12449|0|1|16|
12450|9|9|8|8
12451|6|7|3|
12452|5|6|8|
12453|12|13|1|
12454|6|7|8|
12455|3|2|20|10
12456|7|8|4|
12457|1|1|20|20
12458|9|10|2|
12459|4|4|4|4
12460|6|6|4|4
12461|6|6|6|6
12462|6|7|2|
12463|6|4|29|9.6666666666667
12464|12|13|2|
12465|2|2|33|33
12466|3|3|14|14
