ID|VATStatusAge|VATStartAge|VATEndAge|VATCollectionStartAge|VATCollectionEndAge|VATCollectionUpdateAge|VATCollectionPublishAge|VATInactivationAge|VATReactivationAge|VATCancellationAge|VATSplitStartAge|VATSplitCancellationAge
1249|25|16||||||||||
1250||25|2|5|2|2|2|2||||
1251|25|16||||||||||
1252|17|12||||||||||
1253|25|12||||||||||
1254||||||||2||||
1255||25|9|||||9||||
1256|24|6|||||||6|||
1257|26|16||||||||||
1258||||||||||||
1259|25|16||||||||||
1260||||||||||||
1261|25|16||||||||||
1262||||||||||||
1263||||||||||||
1264||||||||||||
1265||||||||||||
1266|22|16||||||||||
1267|25|10||||||||||
1268||||||||||||
1269|22|12||||||||||
1270|23|16||||||||||
1271|25|16||||||||||
1272||||||||||||
1273|20|19||||||||||
1274|25|9|||||||9|||
1275||||||||||||
1276|25|9||||||||||
1277|25|12||||||||||
1278|25|12||||||||||
1279||||||||||||
1280||||||||||||
1281|25|12||||||||||
1282||||||||||||
1283|25|16|||||||2|||
1284||||||||||||
1285||||||||||||
1286|25|22||||||||||
1287||||||||||||
1288||||||||||||
1289||25|5|5|5|5|5|5||||
1290|22|12||||||||||
1291||||||||||||
1292||||||||||||
1293||||||||||||
1294||||||||||||
1295||||||||||||
1296|21|12||||||||||
1297||||||||||||
1298|25|7||||||||||
1299||24|6|||||6||||
1300||||||||||||
1301|||||||||9|||
1302|19|12||||||||||
1303||||||||||||
1304|23|13||||||||||
1305||||||||||||
1306||||||||||||
1307||25|1|5|1|1|1|||||
1308||||||||||||
1309||||||||||||
1310|25|12||||||||||
1311||||||||||||
1312||||||||||||
1313||9|7|||||||||
1314|23|14||||||||||
1315|25|16||||||||||
1316||6|4|5|4|3|3|||||
1317|21|16||||||||||
1318||||||||||||
1319||||||||||||
1320||25|6|||||6||||
1321||||||||||||
1322||||||||||||
1323|25|16||||||||||
1324||25||5||6|6|||||
1325||24||5|2|2|2|||||
1326||||||||||||
1327|25|24||||||||||
1328||||||||||||
1329|25|16||||||||||
1330||||||||||||
1331||6||5||6|6|||||
1332|25|10||||||||||
1333|24|16||||||||||
1334||||||||||||
1335|23|16||||||||||
1336||25|2|5|2|2|2|||||
1337||||||||||||
1338||||||||||||
1339||25||5||6|6|||||
1340|25|8||||||||||
1341||25||5||6|6|||||
1342||||||||||||
1343||25||5|4|4|4|||||
1344|25|15||||||||||
1345||||||||||||
1346|25|12||||||||||
1347|25|12||||||||||
1348||22|4|5|4|4|4|3||||
1349|25|6||||||0|2|||
1350|25|6|||||||6|||
1351||||||||||||
1352||22|16|||||||||
1353|24|16|||||||9|||
1354|25|7||||||||||
1355|19|16|||||||6|||
1356||||||||||||
1357||||||||||||
1358|26|16||||||||||
1359|25|6|||||||6|||
1360||25||||||||||
1361|25|16||||||||||
1362|20|6|||||||6|||
1363|19|9|||||||9|||
1364|26|16||||||||||
1365||||||||||||
1366|22|12||||||||||
1367|25|12||||||||||
1368|24|12||||||||||
1369|25|21||||||||||
1370||25|4|5|4|4|4|||||
1371|21|9|||||||9|||
1372||7|6|||||||||
1373||5||5|0|0|0|||||
1374||||||||||||
1375||||||||||||
1376||||||||||||
1377||24|4|5|4|4|4|||||
1378||||||||||||
1379|22|16||||||||||
1380||||||||||||
1381|18|12||||||||||
1382||||||||||||
1383|24|12||||||||||
1384||||||||||||
1385|25|6|||||||6|||
1386|25|5||5|5|5||||||
1387||25||||||||||
1388|25|16||||||||||
1389||||||||||||
1390|25|6|||||||6|||
1391||25|6|||||5||||
1392|24|22||||||||||
1393|25|16||||||||||
1394|25|12||||||||||
1395||25|8|||||3||||
1396||||||||||||
1397||||||||||||
1398||25||||||||||
1399||||||||||||
1400||||||||||||
1401|25|9||||||||||
1402||25||5||6|6|||||
1403||23||||||||||
1404||||||||||||
1405|25|7||||||||||
1406|25|6|||||||6|||
1407|25|14||||||||||
1408||25|6|||||6||||
1409|26|16||||||||||
1410||||||||||||
1411||||||||||||
1412|25|6|||||||5|||
1413||1||5|5|5|5|||||
1414||17|8|||||7||||
1415|25|11||||||||||
1416|22|12||||||||||
1417||23||5||6|6|||||
1418||24||5||6|6|||||
1419|25|6|||||||6|||
1420||||||||||||
1421||25|6|||||6||||
1422||||||||||||
1423||21||5||6|6||||0|
1424||25||5|4|4|4|||||
1425||||||||||||
1426||25|5|5|5|5|5|||||
1427|25|16||||||||||
1428||||||||||||
1429|19|2|2|2|2|2||||||
1430||||||||||||
1431||||||||||||
1432|25|6|||||||6|||
1433|18|9|||||||9|||
1434||||||||||||
1435|24|8||||||||||
1436|25|6|||||||6|||
1437||||||||||||
1438||||||||||||
1439||22||5||6|6|||||
1440||||||||||||
1441||||||||||||
1442|20|16||||||||||
1443||24|3|5|3|3|3|2||||
1444|25|16||||||||||
1445||||||||||||
1446||||||||||||
1447|25|6|||||||6|||
1448||||||||||||
1449||25||5||6|6|||||
1450|24|8||||||||||
1451|25|12||||||||||
1452|22|6|||||||5|||
1453||25|4|5|4|4|4|2||||
1454|||||||||2|||
1455||||||||||||
1456|25|9||||||||||
1457||25||5|4|4|4|||||
1458||||||||||||
1459||||||||||||
1460||||||||||||
1461|25|12||||||||||
1462||||||||||||
1463||||||||||||
1464|25|16||||||||||
1465||25|16|||||4||||
1466||||||||||||
1467||25||||||||||
1468|25|16||||||||||
1469||5|4|5|4|3|3|1||||
1470|25|12||||||||||
1471|20|12||||||||||
1472|24|6|||||||6|||
1473|25|16||||||||||
1474||25||5|4|4|4|||||
1475||||||||||||
1476||||||||||||
1477|25|12||||||||||
1478||25|8|||||8||||
1479|20|12||||||||||
1480|25|8||||||||||
1481|25|16||||||||||
1482||25|8|||||4||||
1483|21|16||||||||||
1484||22|16|||||5||||
1485|21|9|||||||9|||
1486||||||||||||
1487|25|6||||||||||
1488||18|6|||||4||||
1489||||||||||||
1490|25|6|||||||6|||
1491|23|8||||||||||
1492||25|2|5|2|2|2|1||||
1493||21||5||6|6|||||
1494|21|12||||||||||
1495||||||||||||
1496||||||||||||
1497||25|8|||||2||||
1498||||||||||||
1499||||||||||||
1500||20||5||6|6|||||
1501||||||||||||
1502|24|16||||||||||
1503||||||||||||
1504||||||||||||
1505||||||||||||
1506||25||5|4|4|4|||||
1507|20|16||||||||||
1508|26|16||||||||||
1509||||||||||||
1510|25|16||||||||||
1511||25|5|5|5|5|5|3||||
1512||||||||||||
1513||||||||||||
1514|17|8||||||||||
1515|25|12||||||||||
1516|24|12||||||||||
1517|23|8||||||||||
1518||||||||||||
1519|25|16||||||||||
1520|25|16||||||||||
1521|25|12||||||||||
1522||||||||||||
1523||||||||||||
1524|25|12||||||||||
1525||25|8|||||6||||
1526|25|6||||||||||
1527||||||||||||
1528|25|0|0||6|6||||||
1529||||||||||||
1530||||||||||||
1531||25|5|5|5|5|5|||||
1532||||||||||||
1533|24|16||||||||||
1534||25||5|4|4|4|||||
1535||||||||||||
1536||||||||||||
1537|20|12||||||||||
1538||2||1||1|1|3|2|||
1539||||||||||||
1540||||||||||||
1541||||||||||||
1542||||||||||||
1543||17||5||6|6|||||
1544||||||||||||
1545||||||||||||
1546|19|8|||||||2|||
1547||||||||||||
1548||21|6|||||1||||
1549||||||||||||
1550||25||||||||||
1551||19|0|5|4|4|4|||||
1552||||||||||||
1553||25||5|4|4|4|||||
1554||||||||||||
1555||||||||||||
1556||10||5|4|2|2|||||
1557||22|8|||||6||||
1558||||||||||||
1559|25|16||||||||||
1560||||||||||||
1561||||||||||||
1562||||||||||||
1563|26|16||||||||||
1564|25|6|||||||6|||
1565||25|0|5|0|0|0|||||
1566||25|8|||||6||||
1567|18|9||||||||||
1568||21|3|5|3|2|2|||||
1569||||||||||||
1570|||||||||5|||
1571||||||||||||
1572|22|6|||||||6|||
1573|13|8|||||||8|||
1574||||||||||||
1575|24|12||||||||||
1576||||||||||||
1577||||||||||||
1578||25|7|||||||||
1579||25||5|4|4|4|||||
1580|||||||||5|||
1581|21|12||||||||||
1582||||||||||||
1583||25||5||6|6|||||
1584||22||5|4|4|4|||||
1585||||||||||||
1586||25|6|||||6||||
1587||||||||||||
1588|18|16||||||||||
1589||||||||||||
1590|24|12||||||||||
1591|25|22||||||||||
1592|24|6|||||||6|||
1593||||||||||||
1594||||||||||||
1595||||||||||||
1596||||||||||||
1597||20||5|4|4|4|||||
1598|25|6|||||||6|||
1599||||||||||||
1600||||||||||||
1601||25||5||6|6|||||
1602||21||5||6|6|||||
1603||||||||||||
1604||||||||||||
1605|22|10||||||||||
1606|19|9||||||||||
1607||||||||||||
1608||||||||||||
1609|25||||6|6||||||
1610|20|12||||||||||
1611||3||5|5|5|5|||||
1612||||||||||||
1613||||||||||||
1614||||||||||||
1615||||||||||||
1616||||||||||||
1617||||||||||||
1618||||||||||||
1619|26|16||||||||||
1620||||||||5||||
1621||||||||||||
1622||||||||||||
1623||5||5||5|5|||||
1624||||||||||||
1625||||||||||||
1626|25|11||||||||||
1627|25|12||||||||||
1628|25|19||||||||||
1629||||||||||||
1630||||||||||||
1631||||||||||||
1632||||||||||||
1633||||||||||||
1634|18|8||||||||||
1635||||||||||||
1636||||||||||||
1637||||||||||||
1638||||||||||||
1639||||||||||||
1640||||||||||||
1641||||||||2||||
1642|25|16||||||||||
1643|24|9|||||||9|||
1644||||||||||||
1645||25|9|||||9||||
1646||||||||||||
1647|25|6|||||||6|||
1648||||||||||||
1649||||||||||||
1650||21|8|||||||||
1651||||||||||||
1652|25|10||||||||||
1653||||||||||||
1654||||||||||||
1655||||||||||||
1656||||||||||||
1657||||||||||||
1658||||||||||||
1659||||||||||||
1660||23||||||||||
1661|22|12||||||||||
1662||||||||||||
1663||||||||4||||
1664||25|6|||||2||||
1665|25|12||||||||||
1666||||||||||||
1667||||||||||||
1668||||||||||||
1669||21|8|||||2||||
1670||25||5|4|4|4|||||
1671|24|16||||||||||
1672|25|12||||||||||
1673|25|11||||||||||
1674||||||||5||||
1675||||||||||||
1676||||||||||||
1677||25|2|5|2|0|0|2||||
1678||||||||||||
1679||25|6|||||6||||
1680||25|8|||||5||||
1681|25|14||||||||||
1682||||||||||||
1683||||||||||||
1684||||||||0||||
1685||||||||||||
1686||21||5|4|4|4|||||
1687||25|9|||||9||||
1688||19|7|||||7||||
1689||||||||||||
1690||||||||||||
1691||||||||||||
1692||||||||||||
1693|17|6|||||||6|||
1694||25||||||||||
1695||25||5||6|6|||||
1696||||||||||||
1697||||||||||||
1698|20|3|3|3|2|2||||||
1699||||||||8||||
1700|24|5||5|5|5||||||
1701|24|16||||||||||
1702|22|6|||||||6|||
1703||||||||||||
1704||||||||||||
1705|25|16||||||||||
1706|20|12||||||||||
1707|25|12||||||||||
1708||||||||||||
1709|22|9|||||||9|||
1710||||||||||||
1711||||||||||||
1712||24||5||6|6||||0|
1713|25|14||||||||||
1714||||||||||||
1715|25|12||||||||||
1716||||||||||||
1717|||||||||2|||
1718||22|1|5|1|0|0|1||||
1719||||||||||||
1720|17|12||||||||||
1721||||||||||||
1722|26|16||||||||||
1723|25|16||||||||||
1724|25|14||||||||||
1725||||||||||||
1726||22|-1|5|-1|-1|-1||||0|
1727||||||||||||
1728||||||||||||
1729||||||||6||||
1730|21|20||||||||||
1731||5|4|5|4|4|4|2||||
1732||||||||||||
1733|24|16||||||||||
1734|22|9|||||||9|||
1735||||||||||||
1736|24|12||||||||||
1737|25|5|||||||5|||
1738||20|16|||||||||
1739||||||||||||
1740||||||||||||
1741|19|14||||||||||
1742||20||5||6|6|||||
1743||||||||||||
1744|25|16||||||||||
1745||||||||||||
1746||20|3|5|4|4|4|||||
1747||21|6|||||5||||
1748|25|16||||||||||
1749||||||||||||
1750|21|12||||||||||
1751|25|3|3|3|3|3||||||
1752|25|16||||||||||
1753||25||5||6|6|||||
1754||||||||||||
1755|25|20||||||||||
1756|25|16||||||||||
1757||||||||||||
1758||||||||||||
1759||||||||||||
1760||||||||||||
1761|26|12||||||||||
1762||||||||||||
1763|20|12||||||||||
1764||25||5|4|4|4|||||
1765|25|10||||||||||
1766||||||||||||
1767|25|12||||||||||
1768||||||||1||||
1769|26|8|||||||8|||
1770|25|16||||||||||
1771|25|10||||||||||
1772|25|23||||||||||
1773|25|12||||||||||
1774||25|6|||||6||||
1775||||||||||||
1776|25|12||||||||||
1777|22|16|||||||2|||
1778||||||||||||
1779|25|16||||||||||
1780||||||||||||
1781||21|9|||||||||
1782||25|6|||||||||
1783|19|10||||||||||
1784||25||5||6|6|||||
1785|25|2|2|2|2|2||||||
1786||||||||||||
1787|23|8||||||||||
1788||||||||||||
1789|25|9|||||||9|||
1790|21|6|||||||1|||
1791||||||||||||
1792|22|12||||||||||
1793||||||||||||
1794||||||||||||
1795|25|12||||||||||
1796|25|8||||||||||
1797||0||0||0|0|||||
1798|21|9|||||||9|||
1799||||||||||||
1800||23||5||6|6|||||
1801|25|6||||||||||
1802||||||||||||
1803|25|12||||||||||
1804||20||5||6|6|||||
1805||25||5|4|4|4|||||
1806|25|16||||||||||
1807||25|5|5|5|5|5|5||||
1808||25|2|5|2|2|2|2|1|||
1809||||||||||||
1810||25||5||6|6|||||
1811|22|9||||||||||
1812|25|12||||||||||
1813|25|16||||||||||
1814||||||||||||
1815||24|16|||||1||||
1816|25|16||||||||||
1817|21|16|||||||2|||
1818|25|12||||||||||
1819|19|9||||||||||
1820|25|10||||||||||
1821||||||||||||
1822|25|8||||||||||
1823||||||||||||
1824||||||||||||
1825||||||||||||
1826||||||||||||
1827|25|16||||||||||
1828||26|8|||||8||||
1829||21||5||6|6|||||
1830|||||||||2|||
1831|25|16||||||||||
1832|24|12||||||||||
1833||19|5|5|5|5|5|2||||
1834||||||||||||
1835||25||5||6|6|||||
1836|24|16||||||||||
1837|25|12||||||||||
1838|25|10||||||||||
1839|24|12||||||||||
1840|19|15||||||||||
1841|16|5||5|5|5|||5|||
1842|25|12||||||||||
1843|25|16||||||||||
1844|20|14||||||||||
1845||||||||||||
1846||||||||||||
1847|24|8||||||||||
1848||||||||||||
1849||||||||||||
1850|25|16||||||||||
1851||||||||||||
1852||17||5||6|6|||||
1853||22|5|5|5|5|5|||||
1854||||||||||||
1855||21|8|||||8||||
1856||25||5||6|6|||||
1857|25|16||||||||||
1858|25|14||||||||||
1859||||||||||||
1860||||||||||||
1861||25||5|4|4|4|||||
1862|25|12||||||||||
1863||||||||||||
1864|21|16||||||||||
1865||||||||||||
1866||||||||||||
1867|26|16||||||||||
1868||||||||||||
1869||25||5||6|6|||||
1870||||||||||||
1871||||||||||||
1872||||||||||||
1873|24|12||||||||||
1874||||||||||||
1875||||||||||||
1876||25|0|5|0|0|0|||||
1877||||||||||||
1878|24|9|||||||9|||
1879|23|6|||||||6|||
1880|25|6|||||||6|||
1881||||||||||||
1882||||||||||||
1883|22|12||||||||||
1884|25|10||||||||||
1885||||||||||||
1886||||||||||||
1887|24|16||||||||||
1888||||||||||||
1889|17|9|||||||9|||
1890|25|9|||||||5|||
1891||||||||||||
1892|25|6|||||||5|||
1893||||||||||||
1894||21||5|4|4|4|||||
1895|24|8||||||||||
1896|26|12||||||||||
1897||||||||||||
1898||25|2|5|4|4|4|2||||
1899||||||||||||
1900||||||||||||
1901||||||||||||
1902||||||||||||
1903||||||||||||
1904||||||||||||
1905|24|16||||||||||
1906||||||||||||
1907||6|0|||||||||
1908||19|9|||||6||||
1909||||||||||||
1910||25|6|||||||||
1911||25||||||||||
1912||||||||||||
1913|18|16||||||||||
1914||||||||||||
1915|22|12||||||||||
1916|25|16||||||||||
1917|25|9|||||||9|||
1918|25|8||||||||||
1919||||||||||||
1920|19|16||||||||||
1921||||||||||||
1922|24|12||||||||||
1923||||||||||||
1924||||||||||||
1925||||||||||||
1926||25||||||||||
1927||25||||||||||
1928||||||||||||
1929||20||5||6|6|||||
1930||||||||||||
1931|||||||||2|||
1932|24|6||||||||||
1933||||||||||||
1934||24|8|||||6||||
1935||||||||||||
1936||23||5||6|6|||||
1937|25|16||||||||||
1938||||||||||||
1939||25||5||6|6|||||
1940||||||||||||
1941|21|12||||||||||
1942|25|16||||||||||
1943|19|7||||||||||
1944||||||||||||
1945||25||5||6|6|||||
1946||21|6|||||||||
1947|||||||||2|||
1948|25|16||||||||||
1949||||||||||||
1950|24|12||||||||||
1951|25|7||||||||||
1952||21||5|4|4|4|||||
1953||24||5|4|4|4||||0|
1954|24|16||||||||||
1955||||||||||||
1956||||||||||||
1957||||||||||||
1958||||||||||||
1959|25|16||||||||||
1960|25|12||||||||||
1961|19|10||||||||||
1962||||||||||||
1963||||||||||||
1964|26|16||||||||||
1965||||||||||||
1966||19||5||6|6|||||
1967|24|12||||||||||
1968|25|4||4|4|4||||||
1969||||||||||||
1970||||||||||||
1971||||||||||||
1972|24|12||||||||||
1973||25|5|5|5|5|5|1||||
1974||21||5||6|6|||||
1975|14|6|||||||5|||
1976||||||||||||
1977|||||||||2|||
1978||19|5|5|5|5|5|||||
1979|25|16||||||||||
1980|25|12||||||||||
1981|25|16||||||||||
1982|24|12||||||||||
1983||||||||||||
1984|26|16||||||||||
1985||25||||||||||
1986||||||||||||
1987|25|6|||||||6|||
1988|||||||||2|||
1989||||||||||||
1990||25||5||6|6|||||
1991||||||||||||
1992||||||||||||
1993||||||||||||
1994|25|16||||||||||
1995||24|2|5|2|2|2|||||
1996||||||||||||
1997|25|12||||||||||
1998||25|7|||||7||||
1999||6|5|5|5|5|5|||||
2000||||||||||||
2001||||||||||||
2002|25|7||||||||||
2003|25|16||||||||||
2004||25||5||6|6|||||
2005||||||||2|1|||
2006||25||||||||||
2007|20|12||||||||||
2008||||||||||||
2009|26|16||||||||||
2010||||||||||||
2011|21|12||||||||||
2012||0||-1||-1|-1|1|0|||
2013|25|16||||||||||
2014||||||||||||
2015||||||||||||
2016||||||||||||
2017|22|16||||||||||
2018||||||||||||
2019||||||||||||
2020||||||||||||
2021||21|8|||||7||||
2022|24|6|||||||6|||
2023||||||||||||
2024|23|1|1|1|1|1||||||
2025|25|6||||||||||
2026||||||||||||
2027|25|9|||||||9|||
2028||||||||||||
2029|25|16||||||||||
2030|25|12||||||||||
2031||||||||||||
2032|26|16||||||||||
2033||||||||||||
2034|25|16||||||||||
2035|25|6|||||||6|||
2036||25||5|4|4|4|||||
2037||||||||||||
2038||||||||||||
2039||||||||||||
2040||25||5||6|6|||||
2041|25|12||||||||||
2042|25|12||||||||||
2043||22|16|||||||||
2044||25||5||6|6|||||
2045||||||||||||
2046|25|8||||||||||
2047|25|10||||||||||
2048|25|3|3|3|3|3||||||
2049||||||||||||
2050||25||5|4|4|4|||||
2051||||||||||||
2052||||||||9||||
2053|23|12||||||||||
2054||||||||||||
2055|6|5||5|5|5||||||
2056||||||||||||
2057|15|10||||||||||
2058|||||||||9|||
2059|25|24||||||||||
2060||||||||||||
2061|25|12||||||||||
2062||||||||||||
2063|25|16||||||||||
2064||||||||||||
2065||20||5||6|6||||0|
2066|25|12||||||||||
2067|3|3|3|5|5|5||||||
2068|25|12||||||||||
2069||||||||||||
2070|25|12||||||||||
2071|25|7||||||||||
2072||||||||||||
2073|25|11||||||||||
2074|20|16||||||||||
2075||||||||||||
2076||||||||||||
2077||25||5||6|6|||||
2078||25||5||6|6|||||
2079|25|16||||||||||
2080|25|16||||||||||
2081||||||||||||
2082||||||||||||
2083||||||||||||
2084||||||||||||
2085|25|6|||||||6|||
2086|21|5||5|5|5|||5|||
2087||||||||||||
2088||25||5|4|4|4|||||
2089||||||||||||
2090||24|8|||||6||||
2091|25|16||||||||||
2092|25|16||||||||||
2093|25|6|||||||2|||
2094||||||||||||
2095||||||||2||||
2096||||||||||||
2097||21|16|||||||||
2098|25|12||||||||||
2099||||||||||||
2100|25|16||||||||||
2101||||||||||||
2102|25|12||||||||||
2103||||||||2||||
2104||||||||||||
2105|25|12||||||||||
2106|26|12||||||||||
2107|25|12||||||||||
2108||||||||||||
2109|25|12||||||||||
2110|25|6||||||||||
2111||||||||||||
2112||||||||||||
2113||25||5||6|6|||||
2114|25|16||||||||||
2115||||||||||||
2116||||||||||||
2117||||||||||||
2118|24|16||||||||||
2119||||||||||||
2120||||||||||||
2121||6|5|||||||||
2122|19|12||||||||||
2123|25|16||||||||||
2124|23|16||||||||||
2125||25||5|4|1|1|||||
2126|17|12||||||||||
2127||||||||||||
2128||||||||||||
2129||||||||||||
2130||22|8|||||8||||
2131||||||||||||
2132|26|16||||||||||
2133|25|6|||||||6|||
2134||25|4|5|4|4|4|3||||
2135|12|5||5|5|5||||||
2136||25|6|||||6||||
2137|25|16||||||||||
2138||25||5||6|6|||||
2139|||||||||9|||
2140||||||||||||
2141|25|12||||||||||
2142|25|6|||||||6|||
2143|23|12||||||||||
2144|25|4||4|4|4||||||
2145||24|9|||||9||||
2146||24||5|4|4|4|||||
2147|||||||||2|||
2148||25||5||6|6|||||
2149||25||5||6|6|||||
2150||19|9|||||2||||
2151|26|8|||||||8|||
2152||24||5||6|6|||||
2153||||||||||||
2154||25|2|5|2|2|2|2||||
2155||||||||||||
2156||||||||||||
2157||||||||||||
2158|25|6||5|5|5||||||
2159||||||||||||
2160||||||||||||
2161||||||||2||||
2162||21|16|||||5||||
2163||||||||||||
2164||||||||||||
2165||20|16|||||||||
2166||||||||||||
2167||||||||||||
2168|19|8||||||0|5|||
2169||||||||||||
2170|24|7||||||||||
2171||25||||||||||
2172||||||||||||
2173|25|9||||||||||
2174|25|6||||||||||
2175|25|12||||||||||
2176||||||||||||
2177|25|12||||||||||
2178|25|16||||||||||
2179||||||||||||
2180||||||||||||
2181||||||||||||
2182|25|12||||||||||
2183|24|6|||||||6|||
2184||||||||||||
2185||19||5||6|6|||||
2186||18|5|5|5|5|5|||||
2187||||||||||||
2188|24|16||||||||||
2189|16|6|||||||6|||
2190|25|16||||||||||
2191||||||||||||
2192||||||||||||
2193||21||5||6|6|||||
2194||||||||||||
2195|25|16||||||||||
2196||25|2|5|2|2|2|||||
2197|22|10||||||||||
2198||||||||||||
2199||||||||||||
2200||25|1|||||1||||
2201|25|16||||||||||
2202|25|10||||||||||
2203||25|6|||||||||
2204||25|9|||||9||||
2205|25|16||||||||||
2206||||||||||||
2207||25|8|||||6||||
2208|25|10||||||||||
2209|23|12||||||||||
2210|25|7||||||||||
2211|24|6|||||||6|||
2212|25|16||||||||||
2213||25|6|||||6||||
2214|24|12||||||||||
2215||11||5|3|3|3|||||
2216||||||||||||
2217||||||||||||
2218||||||||||||
2219||4||3||3|3|||||
2220||25|9|||||9||||
2221|25|12||||||||||
2222||||||||||||
2223|25|18||||||||||
2224||||||||||||
2225||||||||||||
2226|24|12||||||||||
2227||||||||||||
2228||||||||||||
2229|25|16||||||||||
2230|21|9||||||||||
2231|25|16||||||||||
2232||||||||||||
2233||13||5||6|6|||||
2234||25|0|5|0|0|0|||||
2235|25|12||||||||||
2236|25|12||||||||||
2237|||||||||2|||
2238|25|12||||||||||
2239||22||5||6|6|||||
2240||||||||||||
2241||25|9|||||9||||
2242||17|16|||||||||
2243||||||||||||
2244|25|6||||||||||
2245|25|10||||||||||
2246|25|6|||||||6|||
2247||||||||||||
2248|25|12||||||||||
2249||||||||||||
2250||||||||||||
2251||25|3|5|3|3|3|2||||
2252||||||||||||
2253||||||||||||
2254||||||||||||
2255|25|12||||||||||
2256|23|16||||||||||
2257||||||||||||
2258||||||||||||
2259||||||||||||
2260||||||||||||
2261||18||5||6|6|||||
2262||||||||||||
2263|24|16||||||||||
2264|20|12||||||||||
2265|22|16||||||||||
2266||24|6|||||||||
2267|25|8||||||||||
2268||||||||||||
2269|25|12||||||||||
2270||||||||||||
2271||||||||9||||
2272||||||||||||
2273|25|16||||||||||
2274|25|16||||||||||
2275|25|16||||||||||
2276|25|12||||||||||
2277||||||||||||
2278|25|16|||||||6|||
2279|25|9||||||||||
2280|21|10||||||||||
2281|25|11||||||||||
2282||||||||||||
2283|21|16||||||||||
2284|25|10||||||||||
2285|25|7||||||||||
2286|25|6||||||||||
2287|26|12||||||||||
2288|25|8||||||||||
2289||25|6|||||6||||
2290||||||||||||
2291||||||||||||
2292|25|5||5|5|5||||||
2293|25|12||||||||||
2294||||||||||||
2295|25|12||||||||||
2296|25|23||||||||||
2297|25|12||||||||||
2298||18|6|||||3||||
2299||||||||||||
2300|26|16||||||||||
2301|25|12||||||||||
2302|25|12||||||||||
2303||||||||||||
2304|22|12||||||||||
2305|25|12||||||||||
2306||13|3|5|3|3|3|1||||
2307||22||5||6|6|||||
2308|24|12||||||||||
2309||||||||||||
2310||||||||||||
2311|26|16||||||||||
2312||25|9|||||9||||
2313|19|6|||||||4|||
2314|11|5||5|5|5||||||
2315||||||||||||
2316||25||5||6|6|||||
2317||||||||||||
2318||||||||||||
2319|25|6||||||||||
2320||25||5||6|6||||0|
2321||20||5||6|6|||||
2322||||||||||||
2323||22||5||6|6|||||
2324|25|7||||||||||
2325|25|16||||||||||
2326||||||||||||
2327|24|16||||||||||
2328|21|14||||||||||
